date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:34:37	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:38%20GMT	http://auth.hal-software.com/e	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/e.54.delayed	(from http://auth.hal-software.com/scripts/angular.min.js?v=1.0.4)
12:34:38	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:38%20GMT	http://auth.hal-software.com/l.absUrl(	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/l.55.delayed	(from http://auth.hal-software.com/scripts/angular.min.js?v=1.0.4)
12:34:38	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:39%20GMT	http://auth.hal-software.com/b	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/b.56.delayed	(from http://auth.hal-software.com/scripts/angular.min.js?v=1.0.4)
12:34:46	3176249/3176249	---MCZ	200	added ('OK')	application/x-javascript	etag:%22e34cca3c42cd31:0%22	http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/scripts/jqx-alle166.js	(from http://auth.hal-software.com/)
12:34:52	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:52%20GMT	http://auth.hal-software.com/Output.pdf	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/Output.57.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:52	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:53%20GMT	http://auth.hal-software.com/Silk/	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/Silk/index.html	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:53%20GMT	http://auth.hal-software.com/jqxcore.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxcore.58.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:53%20GMT	http://auth.hal-software.com/globalize.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/globalize.59.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:54	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:55%20GMT	http://auth.hal-software.com/jqxcalendar.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxcalendar.5a.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:54	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:55%20GMT	http://auth.hal-software.com/jqxtooltip.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxtooltip.5b.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:54	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:55%20GMT	http://auth.hal-software.com/jqxscheduler.api.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxscheduler.api.5c.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:54	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:55%20GMT	http://auth.hal-software.com/jqxdate.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxdate.5d.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:55	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:56%20GMT	http://auth.hal-software.com/jqxmenu.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxmenu.5e.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:55	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:56%20GMT	http://auth.hal-software.com/jqxwindow.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxwindow.5f.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:55	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:56%20GMT	http://auth.hal-software.com/jqxcheckbox.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxcheckbox.60.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:56	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:56%20GMT	http://auth.hal-software.com/jqxnumberinput.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxnumberinput.61.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:56	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:57%20GMT	http://auth.hal-software.com/jqxscrollbar.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxscrollbar.62.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:56	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:57%20GMT	http://auth.hal-software.com/jqxlistbox.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxlistbox.63.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:57	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:57%20GMT	http://auth.hal-software.com/jqxdropdownlist.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxdropdownlist.64.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:57	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:57%20GMT	http://auth.hal-software.com/jqxinput.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxinput.65.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:57	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:58%20GMT	http://auth.hal-software.com/jqxradiobutton.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxradiobutton.66.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:58	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:58%20GMT	http://auth.hal-software.com/jqxdatetimeinput.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxdatetimeinput.67.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:58	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:58%20GMT	http://auth.hal-software.com/jqxdata.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxdata.68.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:58	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:58%20GMT	http://auth.hal-software.com/jqxbuttons.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxbuttons.69.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:59	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:00%20GMT	http://auth.hal-software.com/jqxcombobox.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxcombobox.6a.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:59	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:00%20GMT	http://auth.hal-software.com/jqxgrid.filter.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.filter.6b.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:34:59	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:00%20GMT	http://auth.hal-software.com/jqxgrid.sort.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.sort.6c.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:00	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:00%20GMT	http://auth.hal-software.com/jqxgrid.storage.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.storage.6d.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:00	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:01%20GMT	http://auth.hal-software.com/jqxgrid.grouping.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.grouping.6e.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:00	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:01%20GMT	http://auth.hal-software.com/jqxgrid.pager.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.pager.6f.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:01	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:01%20GMT	http://auth.hal-software.com/jqxgrid.columnsresize.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.columnsresize.70.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:01	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:01%20GMT	http://auth.hal-software.com/jqxgrid.columnsreorder.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.columnsreorder.71.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:01	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:02%20GMT	http://auth.hal-software.com/jqxgrid.edit.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.edit.72.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:02	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:02%20GMT	http://auth.hal-software.com/jqxgrid.export.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxgrid.export.73.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:02	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:02%20GMT	http://auth.hal-software.com/jqxpanel.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxpanel.74.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:02	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:02%20GMT	http://auth.hal-software.com/jqxtree.js	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/jqxtree.75.delayed	(from http://auth.hal-software.com/scripts/jqx-all.js?v=1.0.4)
12:35:03	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:04%20GMT	http://auth.hal-software.com/app/admin/users/add-user.partial.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/admin/users/add-user.partial.76.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
12:35:03	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:04%20GMT	http://auth.hal-software.com/app/admin/users/list-user-activity.partial.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/admin/users/list-user-activity.partial.77.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
12:35:04	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:04%20GMT	http://auth.hal-software.com/app/admin/users/list-users.partial.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/admin/users/list-users.partial.78.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
12:35:04	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:05%20GMT	http://auth.hal-software.com/app/admin/users/remove-user.partial.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/admin/users/remove-user.partial.79.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
12:35:04	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:05%20GMT	http://auth.hal-software.com/app/admin/users/update-user.partial.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/admin/users/update-user.partial.7a.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
12:35:05	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:05%20GMT	http://auth.hal-software.com/app/admin/admin.view.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/admin/admin.view.7b.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
12:35:05	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:05%20GMT	http://auth.hal-software.com/app/login/login.view.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/login/login.view.7c.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
12:35:05	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:35:06%20GMT	http://auth.hal-software.com/app/user/reset-password.view.html	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/app/user/reset-password.view.7d.delayed	(from http://auth.hal-software.com/app/app.min.js?v=1.0.4)
